yq,firmID,actual
201101,ICLR,0.21
201101,IIN,1.96
201101,ILMN,0.35
201101,INTC,0.59
201101,INTU,0.32
201101,IP,0.74
201101,IPG,-0.1
201101,IR,0.35
201101,ISRG,0.8633
201101,ITW,0.91
201101,JBHT,0.4
201101,JCP,1.09
201101,JEC,0.63
201101,JNJ,1.35
201101,JNPR,0.32
201101,K,1.0
201101,KBH,-1.49
201101,KEX,0.6
201101,KLAC,1.31
201101,KMB,1.09
201101,KMT,0.83
201101,KMX,0.38
201101,KO,0.43
201101,KR,0.23
201101,KSS,1.66
201101,KSU,0.58
201101,LAMR,-0.14
201101,LLL,1.85
201101,LLY,1.24
201101,LM,0.45
201101,LNC,1.08
201101,LOW,0.21
201101,LPNT,0.89
201101,LRCX,1.45
201101,LSTR,0.43
201101,MAS,-0.05
201101,MAT,0.05
201101,MCD,1.15
201101,MCHP,0.59
201101,MCK,1.66
201101,MDT,0.86
201101,MLM,-0.39
201101,MMC,0.56
201101,MMM,1.49
201101,MRK,0.92
201101,MRVL,0.4
201101,MSCC,0.45
201101,MSFT,0.56
201101,MSM,0.78
201101,MTD,1.45
201101,MUR,1.38
201101,MYGN,0.31
201101,NBL,0.675
201101,NDAQ,0.61
201101,NEM,1.04
201101,NFLX,0.1586
201101,NFX,0.98
201101,NLY,0.7
201101,NOC,1.67
201101,NSC,1.0
201101,NTAP,0.52
201101,NTRS,0.59
201101,NUE,0.5
201101,NVDA,0.23
201101,NWL,0.3
201101,ODFL,0.2533
201101,OIS,1.13
201101,ORCL,0.54
201101,ORLY,0.83
201101,OXY,1.96
201101,PAYX,0.36
201101,PBCT,0.14
201101,PCAR,0.53
201101,PCG,0.58
201101,PDCO,0.47
201101,PDP,0.68
201101,PEG,0.85
201101,PENN,0.48
201101,PEP,0.74
201101,PFE,0.6
201101,PG,0.96
201101,PH,1.68
201101,PHM,-0.1
201101,PIR,0.48
201101,PKG,0.39
201101,PLCE,1.22
201101,PPG,0.7
201101,PPL,0.84
201101,PRU,1.69
201101,PTEN,0.46
201101,PVH,0.93
201101,QCOM,0.86
201101,RBA,0.13
201101,RBC,0.99
201101,RCL,0.31
201101,RDC,0.24
201101,RIG,0.59
201101,ROK,1.14
201101,ROST,0.3425
201101,RRGB,0.58
201101,RTN,1.22
201101,SBAC,-0.3
201101,SBNY,0.75
201101,SBUX,0.17
201101,SEE,0.34
201101,SHW,0.63
201101,SIVB,0.76
201101,SJM,1.37
201101,SLAB,0.4
201101,SLB,0.71
201101,SLGN,0.205
201101,SO,0.5
201101,SONC,0.02
201101,SRCL,0.68
201101,STI,0.22
201101,STLD,0.46
201101,SVU,3.08
201101,SWK,0.96
201101,SWN,0.39
201101,SYMC,0.38
201101,SYNA,0.55
201101,SYY,0.46
201101,TCBI,0.31
201101,TER,0.39
201101,TIF,1.44
201101,TMK,0.72
201101,TMO,0.92
201101,TPX,0.68
201101,TSCO,0.12
201101,TXRH,0.27
201101,TXT,0.1
201101,ULTI,0.1
201101,UNM,0.69
201101,UNP,0.645
201101,UPS,0.88
201101,URBN,0.45
201101,USG,-0.93
201101,UTHR,0.33
201101,UTX,1.11
201101,VFC,0.4275
201101,VLO,0.18
201101,VMC,-0.7
201101,VRSN,0.32
201101,WAT,1.04
201101,WDC,0.66
201101,WDR,0.53
201101,WERN,0.22
201101,WMT,1.34
201101,WTFC,0.36
201101,WY,0.0
201101,WYNN,1.38
201101,X,-1.16
201101,XEC,1.52
201101,XL,-0.52
201101,XLNX,0.59
201101,XRAY,0.49
201101,YUM,0.63
201101,ZION,0.08
201102,AAPL,1.1129
201102,ABT,1.12
201102,ACAD,0.4
201102,ADBE,0.55
201102,ADI,0.75
201102,ADTN,0.56
201102,AEL,0.23
201102,AEP,0.73
201102,AET,1.35
201102,AFL,1.56
201102,AHC,1.78
201102,AKAM,0.35
201102,AMAT,0.38
201102,AMD,0.09
201102,AMGN,1.37
201102,AMTD,0.27
201102,AMZN,0.41
201102,ANF,0.27
201102,ANSS,0.62
201102,APA,3.22
201102,APC,1.14
201102,APD,1.46
201102,ARW,1.36
201102,AVP,0.49
201102,AVT,1.22
201102,AXP,1.07
201102,AXS,0.65
201102,AZO,5.29
201102,BA,1.25
201102,BAX,1.07
201102,BBBY,0.72
201102,BCR,1.57
201102,BDX,1.51
201102,BECN,0.51
201102,BK,0.58
201102,BLL,0.425
201102,BMS,0.51
201102,BMY,0.56
201102,BSX,0.12
201102,BWLD,0.58
201102,CAT,1.72
201102,CCK,0.84
201102,CCL,0.26
201102,CELG,0.445
201102,CERN,0.22
201102,CHKP,0.68
201102,CHL,1.27
201102,CHRW,0.67
201102,CIEN,-0.24
201102,CL,0.63
201102,CLX,1.26
201102,CME,0.876
201102,CNI,0.63
201102,CNS,0.7
201102,COF,1.97
201102,CP,0.75
201102,CPB,0.57
201102,CRZO,0.24
201102,CSCO,0.42
201102,CSX,0.46
201102,CTAS,0.49
201102,CTL,0.64
201102,CTSH,0.335
201102,CTXS,0.57
201102,CYH,0.85
201102,D,0.59
201102,DCI,0.395
201102,DE,2.12
201102,DGX,1.12
201102,DIS,0.78
201102,DISH,0.75
201102,DKS,0.3
201102,DLTR,0.41
201102,DO,1.91
201102,DOV,1.31
201102,DOX,0.61
201102,DRI,1.0
201102,DRQ,0.55
201102,DUK,0.99
201102,DVN,1.71
201102,ED,0.57
201102,EFX,0.61
201102,EGN,0.87
201102,EL,0.125
201102,EMN,1.38
201102,EMR,0.9
201102,ENDP,1.05
201102,EOG,0.555
201102,EQIX,0.6048
201102,EQT,0.51
201102,ESRX,0.71
201102,ETN,0.97
201102,EW,0.245
201102,EWBC,0.39
201102,EXPD,0.44
201102,EXPE,1.1
201102,FCX,1.49
201102,FDX,1.75
201102,FFIV,0.97
201102,FII,0.41
201102,FINL,0.3
201102,FISV,0.565
201102,FITB,0.35
201102,FLEX,0.21
201102,FLIR,0.35
201102,FOSL,0.8
201102,GD,1.79
201102,GE,0.34
201102,GIS,0.52
201102,GLW,0.48
201102,GME,0.56
201102,GOOG,4.37
201102,GPN,0.38
201102,GPS,0.4
201102,GRMN,0.63
201102,GSG,1.85
201102,GWW,2.22
201102,HAL,0.81
201102,HAS,0.33
201102,HBAN,0.16
201102,HBHC,0.48
201102,HD,0.5
201102,HIBB,0.76
201102,HOLX,0.32
201102,HP,1.0
201102,HR,1.02
201102,HRS,1.24
201102,HSIC,0.505
201102,HSY,0.56
201102,HTLD,0.25
201102,HUBG,0.4
201102,HUM,2.71
201102,HXL,0.32
201102,IART,0.35
201102,IBM,3.09
201102,ICLR,0.21
201102,IIN,2.36
201102,ILMN,0.38
201102,INTC,0.54
201102,INTU,2.33
201102,IP,0.8
201102,IPG,0.19
201102,IR,0.88
201102,ISRG,0.97
201102,ITW,0.96
201102,JBHT,0.53
201102,JCP,0.28
201102,JEC,0.71
201102,JNJ,1.28
201102,JNPR,0.31
201102,K,0.94
201102,KBH,-0.89
201102,KEX,0.77
201102,KLAC,1.5
201102,KMB,1.18
201102,KMT,1.11
201102,KMX,0.55
201102,KO,0.585
201102,KR,0.35
201102,KSS,0.73
201102,KSU,0.71
201102,LAMR,0.12
201102,LLL,2.15
201102,LLY,1.18
201102,LM,0.45
201102,LNC,1.09
201102,LOW,0.34
201102,LPNT,0.77
201102,LRCX,1.14
201102,LSTR,0.62
201102,MAS,0.05
201102,MAT,0.23
201102,MCD,1.35
201102,MCHP,0.55
201102,MCK,1.27
201102,MDT,0.9
201102,MLM,0.78
201102,MMC,0.5
201102,MMM,1.6
201102,MRK,0.95
201102,MRVL,0.29
201102,MSCC,0.49
201102,MSFT,0.69
201102,MSM,0.97
201102,MTD,1.9
201102,MUR,1.6
201102,MYGN,0.3
201102,NBL,0.72
201102,NDAQ,0.62
201102,NEM,0.9
201102,NFLX,0.18
201102,NFX,1.02
201102,NLY,0.7
201102,NOC,1.81
201102,NSC,1.38
201102,NTAP,0.59
201102,NTRS,0.7
201102,NUE,0.94
201102,NVDA,0.22
201102,NWL,0.46
201102,ODFL,0.46
201102,OIS,1.34
201102,ORCL,0.75
201102,ORLY,0.96
201102,OXY,2.23
201102,PAYX,0.33
201102,PBCT,0.15
201102,PCAR,0.65
201102,PCG,1.02
201102,PDCO,0.53
201102,PDP,0.94
201102,PEG,0.59
201102,PENN,0.55
201102,PEP,1.21
201102,PFE,0.6
201102,PG,0.84
201102,PH,1.79
201102,PHM,-0.04
201102,PIR,0.12
201102,PKG,0.39
201102,PLCE,1.1
201102,PPG,1.06
201102,PPL,0.45
201102,PRU,1.71
201102,PTEN,0.52
201102,PVH,1.23
201102,QCOM,0.73
201102,RBA,0.25
201102,RBC,1.32
201102,RCL,0.43
201102,RDC,0.38
201102,RIG,0.64
201102,ROK,1.22
201102,ROST,0.37
201102,RRGB,0.48
201102,RTN,1.23
201102,SBAC,-0.26
201102,SBNY,0.87
201102,SBUX,0.18
201102,SEE,0.4
201102,SHW,1.66
201102,SIVB,0.95
201102,SJM,1.0
201102,SLAB,0.48
201102,SLB,0.87
201102,SLGN,0.265
201102,SO,0.71
201102,SONC,0.21
201102,SRCL,0.69
201102,STI,0.33
201102,STLD,0.45
201102,SVU,2.45
201102,SWK,1.46
201102,SWN,0.48
201102,SYMC,0.4
201102,SYNA,0.57
201102,SYY,0.57
201102,TCBI,0.43
201102,TER,0.5
201102,TIF,0.67
201102,TMK,0.76
201102,TMO,0.99
201102,TPX,0.76
201102,TSCO,0.615
201102,TXRH,0.22
201102,TXT,0.29
201102,ULTI,0.14
201102,UNM,0.75
201102,UNP,0.795
201102,UPS,1.05
201102,URBN,0.23
201102,USG,-0.66
201102,UTHR,1.18
201102,UTX,1.45
201102,VFC,0.28
201102,VLO,1.3
201102,VMC,0.07
201102,VRSN,0.38
201102,WAT,1.08
201102,WDC,0.81
201102,WDR,0.58
201102,WERN,0.38
201102,WMT,0.97
201102,WTFC,0.25
201102,WY,0.06
201102,WYNN,1.6
201102,X,1.12
201102,XEC,1.78
201102,XL,0.75
201102,XLNX,0.56
201102,XRAY,0.55
201102,YUM,0.66
201102,ZION,0.16
201103,AAPL,1.0071
201103,ABT,1.18
201103,ACAD,0.44
201103,ADBE,0.55
201103,ADI,0.71
201103,ADTN,0.56
201103,AEL,0.44
201103,AEP,1.17
201103,AET,1.4
201103,AFL,1.66
201103,AHC,1.11
201103,AKAM,0.34
201103,AMAT,0.35
201103,AMD,0.15
201103,AMGN,1.4
201103,AMTD,0.29
201103,AMZN,0.14
201103,ANF,0.35
201103,ANSS,0.66
201103,APA,2.95
201103,APC,0.66
201103,APD,1.51
201103,ARW,1.2
201103,AVP,0.38
201103,AVT,0.9
201103,AXP,1.03
201103,AXS,0.74
201103,AZO,7.18
201103,BA,1.46
201103,BAX,1.09
201103,BBBY,0.93
201103,BCR,1.62
201103,BDX,1.39
201103,BECN,0.56
201103,BK,0.59
201103,BLL,0.405
201103,BMS,0.56
201103,BMY,0.61
201103,BSX,0.1
201103,BWLD,0.61
201103,CAT,1.71
201103,CCK,1.01
201103,CCL,1.71
201103,CELG,0.51
201103,CERN,0.24
201103,CHKP,0.72
201103,CHL,1.02
201103,CHRW,0.7
201103,CIEN,0.08
201103,CL,0.655
201103,CLX,1.04
201103,CME,0.948
201103,CNI,0.69
201103,CNS,0.52
201103,COF,1.77
201103,CP,1.14
201103,CPB,0.43
201103,CRZO,0.24
201103,CSCO,0.4
201103,CSX,0.43
201103,CTAS,0.52
201103,CTL,0.34
201103,CTSH,0.365
201103,CTXS,0.64
201103,CYH,0.86
201103,D,0.95
201103,DCI,0.42
201103,DE,1.69
201103,DGX,1.13
201103,DIS,0.59
201103,DISH,0.71
201103,DKS,0.52
201103,DLTR,0.385
201103,DO,1.85
201103,DOV,1.21
201103,DOX,0.62
201103,DRI,0.78
201103,DRQ,0.58
201103,DUK,1.5
201103,DVN,1.4
201103,ED,1.33
201103,EFX,0.65
201103,EGN,0.75
201103,EL,0.705
201103,EMN,1.19
201103,EMR,0.98
201103,ENDP,1.25
201103,EOG,0.415
201103,EQIX,0.189
201103,EQT,0.45
201103,ESRX,0.79
201103,ETN,1.08
201103,EW,0.19
201103,EWBC,0.41
201103,EXPD,0.5
201103,EXPE,1.54
201103,FCX,1.1
201103,FDX,1.46
201103,FFIV,1.06
201103,FII,0.37
201103,FINL,0.39
201103,FISV,0.58
201103,FITB,0.4
201103,FLEX,0.22
201103,FLIR,0.4
201103,FOSL,1.09
201103,GD,1.83
201103,GE,0.31
201103,GIS,0.64
201103,GLW,0.48
201103,GME,0.22
201103,GOOG,4.86
201103,GPN,0.395
201103,GPS,0.35
201103,GRMN,0.71
201103,GSG,-0.84
201103,GWW,2.51
201103,HAL,0.94
201103,HAS,1.27
201103,HBAN,0.16
201103,HBHC,0.53
201103,HD,0.86
201103,HIBB,0.21
201103,HOLX,0.34
201103,HP,1.09
201103,HR,0.79
201103,HRS,1.06
201103,HSIC,0.495
201103,HSY,0.84
201103,HTLD,0.17
201103,HUBG,0.44
201103,HUM,2.67
201103,HXL,0.34
201103,IART,0.385
201103,IBM,3.28
201103,ICLR,0.02
201103,IIN,2.34
201103,ILMN,0.22
201103,INTC,0.65
201103,INTU,0.02
201103,IP,0.92
201103,IPG,0.16
201103,IR,0.81
201103,ISRG,1.0167
201103,ITW,1.0
201103,JBHT,0.57
201103,JCP,0.07
201103,JEC,0.74
201103,JNJ,1.24
201103,JNPR,0.28
201103,K,0.8
201103,KBH,-0.13
201103,KEX,0.94
201103,KLAC,1.17
201103,KMB,1.26
201103,KMT,0.88
201103,KMX,0.49
201103,KO,0.515
201103,KR,0.205
201103,KSS,1.09
201103,KSU,0.78
201103,LAMR,0.04
201103,LLL,2.24
201103,LLY,1.13
201103,LM,0.39
201103,LNC,1.0
201103,LOW,0.68
201103,LPNT,0.77
201103,LRCX,0.63
201103,LSTR,0.64
201103,MAS,0.08
201103,MAT,0.86
201103,MCD,1.45
201103,MCHP,0.46
201103,MCK,1.63
201103,MDT,0.79
201103,MLM,1.11
201103,MMC,0.24
201103,MMM,1.52
201103,MRK,0.94
201103,MRVL,0.38
201103,MSCC,0.53
201103,MSFT,0.68
201103,MSM,0.93
201103,MTD,2.01
201103,MUR,1.73
201103,MYGN,0.29
201103,NBL,0.62
201103,NDAQ,0.67
201103,NEM,1.29
201103,NFLX,0.1657
201103,NFX,1.04
201103,NLY,0.55
201103,NOC,1.86
201103,NSC,1.59
201103,NTAP,0.55
201103,NTRS,0.71
201103,NUE,0.57
201103,NVDA,0.25
201103,NWL,0.45
201103,ODFL,0.4467
201103,OIS,1.67
201103,ORCL,0.48
201103,ORLY,1.1
201103,OXY,2.18
201103,PAYX,0.41
201103,PBCT,0.19
201103,PCAR,0.77
201103,PCG,1.08
201103,PDCO,0.45
201103,PDP,1.14
201103,PEG,0.83
201103,PENN,0.6
201103,PEP,1.31
201103,PFE,0.62
201103,PG,1.03
201103,PH,1.91
201103,PHM,0.11
201103,PIR,0.14
201103,PKG,0.43
201103,PLCE,-0.38
201103,PPG,0.98
201103,PPL,0.76
201103,PRU,1.07
201103,PTEN,0.55
201103,PVH,1.07
201103,QCOM,0.8
201103,RBA,0.06
201103,RBC,1.33
201103,RCL,1.82
201103,RDC,0.25
201103,RIG,0.07
201103,ROK,1.39
201103,ROST,0.32
201103,RRGB,0.24
201103,RTN,1.43
201103,SBAC,-0.3
201103,SBNY,0.83
201103,SBUX,0.185
201103,SEE,0.48
201103,SHW,1.71
201103,SIVB,0.86
201103,SJM,1.12
201103,SLAB,0.44
201103,SLB,0.98
201103,SLGN,0.57
201103,SO,1.07
201103,SONC,0.2
201103,SRCL,0.71
201103,STI,0.39
201103,STLD,0.2
201103,SVU,1.96
201103,SWK,1.34
201103,SWN,0.5
201103,SYMC,0.39
201103,SYNA,0.57
201103,SYY,0.55
201103,TCBI,0.56
201103,TER,0.34
201103,TIF,0.86
201103,TMK,0.8133
201103,TMO,1.07
201103,TPX,0.9
201103,TSCO,0.29
201103,TXRH,0.22
201103,TXT,0.45
201103,ULTI,0.18
201103,UNM,0.74
201103,UNP,0.925
201103,UPS,1.06
201103,URBN,0.35
201103,USG,-0.53
201103,UTHR,1.32
201103,UTX,1.47
201103,VFC,0.7175
201103,VLO,2.11
201103,VMC,-0.13
201103,VRSN,0.39
201103,WAT,1.14
201103,WDC,1.1
201103,WDR,0.48
201103,WERN,0.4
201103,WMT,1.12
201103,WTFC,0.65
201103,WY,0.12
201103,WYNN,1.05
201103,X,0.72
201103,XEC,1.45
201103,XL,0.28
201103,XLNX,0.47
201103,XRAY,0.46
201103,YUM,0.83
201103,ZION,0.35
201104,AAPL,1.9814
201104,ABT,1.45
201104,ACAD,0.44
201104,ADBE,0.67
201104,ADI,0.6
201104,ADTN,0.48
201104,AEL,0.52
201104,AEP,0.4
201104,AET,0.97
201104,AFL,1.48
201104,AHC,1.17
201104,AKAM,0.45
201104,AMAT,0.21
201104,AMD,0.19
201104,AMGN,1.21
201104,AMTD,0.27
201104,AMZN,0.38
201104,ANF,0.57
201104,ANSS,0.73
201104,APA,2.94
201104,APC,0.85
201104,APD,1.36
201104,ARW,1.38
201104,AVP,0.39
201104,AVT,1.15
201104,AXP,1.01
201104,AXS,0.53
201104,AZO,4.68
201104,BA,1.31
201104,BAX,1.17
201104,BBBY,0.95
201104,BCR,1.7
201104,BDX,1.21
201104,BECN,0.39
201104,BK,0.42
201104,BLL,0.24
201104,BMS,0.45
201104,BMY,0.53
201104,BSX,0.08
201104,BWLD,0.73
201104,CAT,2.32
201104,CCK,0.48
201104,CCL,0.28
201104,CELG,0.525
201104,CERN,0.275
201104,CHKP,0.84
201104,CHL,0.9
201104,CHRW,0.67
201104,CIEN,0.03
201104,CL,0.65
201104,CLX,0.79
201104,CME,0.71
201104,CNI,0.65
201104,CNS,0.06
201104,COF,0.88
201104,CP,1.08
201104,CPB,0.82
201104,CRZO,0.23
201104,CSCO,0.43
201104,CSX,0.43
201104,CTAS,0.57
201104,CTL,0.58
201104,CTSH,0.39
201104,CTXS,0.78
201104,CYH,0.85
201104,D,0.58
201104,DCI,0.45
201104,DE,1.62
201104,DGX,1.23
201104,DIS,0.8
201104,DISH,0.7
201104,DKS,0.32
201104,DLTR,0.435
201104,DO,1.36
201104,DOV,1.12
201104,DOX,0.64
201104,DRI,0.41
201104,DRQ,0.78
201104,DUK,0.72
201104,DVN,1.55
201104,ED,0.74
201104,EFX,0.68
201104,EGN,0.98
201104,EL,1.01
201104,EMN,0.71
201104,EMR,0.5
201104,ENDP,1.4
201104,EOG,0.575
201104,EQIX,0.3308
201104,EQT,0.6
201104,ESRX,0.82
201104,ETN,1.08
201104,EW,0.31
201104,EWBC,0.43
201104,EXPD,0.43
201104,EXPE,0.58
201104,FCX,0.67
201104,FDX,1.57
201104,FFIV,1.03
201104,FII,0.36
201104,FINL,0.11
201104,FISV,0.635
201104,FITB,0.34
201104,FLEX,0.18
201104,FLIR,0.49
201104,FOSL,1.87
201104,GD,2.02
201104,GE,0.39
201104,GIS,0.76
201104,GLW,0.33
201104,GME,0.39
201104,GOOG,4.75
201104,GPN,0.43
201104,GPS,0.38
201104,GRMN,0.96
201104,GSG,1.84
201104,GWW,2.13
201104,HAL,1.0
201104,HAS,1.06
201104,HBAN,0.14
201104,HBHC,0.53
201104,HD,0.6
201104,HIBB,0.59
201104,HOLX,0.34
201104,HP,1.29
201104,HR,3.37
201104,HRS,1.22
201104,HSIC,0.575
201104,HSY,0.7
201104,HTLD,0.2
201104,HUBG,0.48
201104,HUM,1.2
201104,HXL,0.33
201104,IART,0.36
201104,IBM,4.71
201104,ICLR,0.07
201104,IIN,0.36
201104,ILMN,0.35
201104,INTC,0.64
201104,INTU,-0.1
201104,IP,0.66
201104,IPG,0.5
201104,IR,0.76
201104,ISRG,1.25
201104,ITW,0.9
201104,JBHT,0.61
201104,JCP,-0.16
201104,JEC,0.7
201104,JNJ,1.13
201104,JNPR,0.28
201104,K,0.64
201104,KBH,0.18
201104,KEX,1.0
201104,KLAC,0.72
201104,KMB,1.28
201104,KMT,0.91
201104,KMX,0.36
201104,KO,0.395
201104,KR,0.165
201104,KSS,0.8
201104,KSU,0.78
201104,LAMR,0.07
201104,LLL,2.44
201104,LLY,0.87
201104,LM,0.2
201104,LNC,1.0
201104,LOW,0.35
201104,LPNT,0.78
201104,LRCX,0.34
201104,LSTR,0.7
201104,MAS,-0.09
201104,MAT,1.07
201104,MCD,1.33
201104,MCHP,0.42
201104,MCK,1.4
201104,MDT,0.84
201104,MLM,0.38
201104,MMC,0.46
201104,MMM,1.35
201104,MRK,0.97
201104,MRVL,0.4
201104,MSCC,0.39
201104,MSFT,0.78
201104,MSM,0.95
201104,MTD,2.88
201104,MUR,1.31
201104,MYGN,0.33
201104,NBL,0.59
201104,NDAQ,0.63
201104,NEM,1.17
201104,NFLX,0.1043
201104,NFX,0.95
201104,NLY,0.54
201104,NOC,2.09
201104,NSC,1.42
201104,NTAP,0.626
201104,NTRS,0.67
201104,NUE,0.37
201104,NVDA,0.29
201104,NWL,0.4
201104,ODFL,0.46
201104,OIS,1.72
201104,ORCL,0.54
201104,ORLY,0.93
201104,OXY,2.02
201104,PAYX,0.39
201104,PBCT,0.17
201104,PCAR,0.91
201104,PCG,0.89
201104,PDCO,0.43
201104,PDP,1.17
201104,PEG,0.47
201104,PENN,0.48
201104,PEP,1.15
201104,PFE,0.5
201104,PG,1.1
201104,PH,1.56
201104,PHM,0.04
201104,PIR,0.21
201104,PKG,0.4
201104,PLCE,1.33
201104,PPG,0.655
201104,PPL,0.7
201104,PRU,1.97
201104,PTEN,0.61
201104,PVH,1.89
201104,QCOM,0.97
201104,RBA,0.25
201104,RBC,0.93
201104,RCL,0.17
201104,RDC,0.27
201104,RIG,0.24
201104,ROK,1.27
201104,ROST,0.315
201104,RRGB,0.28
201104,RTN,1.58
201104,SBAC,-0.27
201104,SBNY,0.85
201104,SBUX,0.25
201104,SEE,0.42
201104,SHW,0.84
201104,SIVB,0.81
201104,SJM,1.36
201104,SLAB,0.49
201104,SLB,1.11
201104,SLGN,0.28
201104,SO,0.3
201104,SONC,0.09
201104,SRCL,0.76
201104,STI,0.28
201104,STLD,0.14
201104,SVU,1.68
201104,SWK,1.36
201104,SWN,0.45
201104,SYMC,0.42
201104,SYNA,0.68
201104,SYY,0.43
201104,TCBI,0.67
201104,TER,0.16
201104,TIF,0.7
201104,TMK,0.8333
201104,TMO,1.18
201104,TPX,0.84
201104,TSCO,0.48
201104,TXRH,0.17
201104,TXT,0.49
201104,ULTI,0.24
201104,UNM,0.7
201104,UNP,0.995
201104,UPS,1.28
201104,URBN,0.33
201104,USG,-0.9
201104,UTHR,0.77
201104,UTX,1.47
201104,VFC,0.58
201104,VLO,-0.21
201104,VMC,-0.19
201104,VRSN,0.4
201104,WAT,1.56
201104,WDC,1.51
201104,WDR,0.47
201104,WERN,0.4
201104,WMT,0.97
201104,WTFC,0.41
201104,WY,0.14
201104,WYNN,1.55
201104,X,-1.14
201104,XEC,1.37
201104,XL,-0.25
201104,XLNX,0.41
201104,XRAY,0.51
201104,YUM,0.75
201104,ZION,0.26
201201,AAPL,1.7571
201201,ABT,1.03
201201,ACAD,0.46
201201,ADBE,0.57
201201,ADI,0.46
201201,ADTN,0.2
201201,AEL,0.65
201201,AEP,0.8
201201,AET,1.34
201201,AFL,1.65
201201,AHC,1.5
201201,AKAM,0.41
201201,AMAT,0.18
201201,AMD,0.12
201201,AMGN,1.61
201201,AMTD,0.25
201201,AMZN,0.28
201201,ANF,1.12
201201,ANSS,0.66
201201,APA,3.0
201201,APC,0.92
201201,APD,1.31
201201,ARW,1.05
201201,AVP,0.1
201201,AVT,1.03
201201,AXP,1.07
201201,AXS,1.07
201201,AZO,4.15
201201,BA,1.22
201201,BAX,1.01
201201,BBBY,1.48
201201,BCR,1.61
201201,BDX,1.38
201201,BECN,0.07
201201,BK,0.52
201201,BLL,0.315
201201,BMS,0.49
201201,BMY,0.64
201201,BSX,0.09
201201,BWLD,0.98
201201,CAT,2.37
201201,CCK,0.46
201201,CCL,-0.2
201201,CELG,0.54
201201,CERN,0.27
201201,CHKP,0.74
201201,CHL,1.28
201201,CHRW,0.65
201201,CIEN,-0.17
201201,CL,0.62
201201,CLX,1.02
201201,CME,0.804
201201,CNI,0.59
201201,CNS,1.75
201201,COF,1.56
201201,CP,0.82
201201,CPB,0.64
201201,CRZO,0.45
201201,CSCO,0.47
201201,CSX,0.43
201201,CTAS,0.58
201201,CTL,0.68
201201,CTSH,0.405
201201,CTXS,0.59
201201,CYH,0.91
201201,D,0.85
201201,DCI,0.35
201201,DE,1.3
201201,DGX,1.07
201201,DIS,0.58
201201,DISH,0.8
201201,DKS,0.76
201201,DLTR,0.8
201201,DO,1.21
201201,DOV,1.05
201201,DOX,0.67
201201,DRI,1.25
201201,DRQ,0.71
201201,DUK,1.14
201201,DVN,1.05
201201,ED,1.01
201201,EFX,0.7
201201,EGN,1.33
201201,EL,0.38
201201,EMN,1.22
201201,EMR,0.74
201201,ENDP,0.87
201201,EOG,0.585
201201,EQIX,0.671
201201,EQT,0.5
201201,ESRX,0.73
201201,ETN,0.92
201201,EW,0.265
201201,EWBC,0.45
201201,EXPD,0.36
201201,EXPE,0.26
201201,FCX,0.96
201201,FDX,1.55
201201,FFIV,1.09
201201,FII,0.41
201201,FINL,0.81
201201,FISV,0.6
201201,FITB,0.36
201201,FLEX,0.28
201201,FLIR,0.31
201201,FOSL,0.93
201201,GD,1.57
201201,GE,0.34
201201,GIS,0.55
201201,GLW,0.3
201201,GME,1.73
201201,GOOG,5.04
201201,GPN,0.415
201201,GPS,0.44
201201,GRMN,0.45
201201,GSG,3.92
201201,GWW,2.57
201201,HAL,0.89
201201,HAS,0.04
201201,HBAN,0.17
201201,HBHC,0.47
201201,HD,0.5
201201,HIBB,0.59
201201,HOLX,0.33
201201,HP,1.13
201201,HR,-2.08
201201,HRS,1.39
201201,HSIC,0.49
201201,HSY,0.96
201201,HTLD,0.19
201201,HUBG,0.37
201201,HUM,1.49
201201,HXL,0.39
201201,IART,0.355
201201,IBM,2.78
201201,ICLR,0.15
201201,IIN,0.39
201201,ILMN,0.36
201201,INTC,0.53
201201,INTU,0.51
201201,IP,0.57
201201,IPG,-0.1
201201,IR,0.31
201201,ISRG,1.1667
201201,ITW,0.97
201201,JBHT,0.57
201201,JCP,0.74
201201,JEC,0.65
201201,JNJ,1.37
201201,JNPR,0.16
201201,K,0.95
201201,KBH,-0.57
201201,KEX,0.91
201201,KLAC,1.27
201201,KMB,1.24
201201,KMT,0.98
201201,KMX,0.41
201201,KO,0.445
201201,KR,0.25
201201,KSS,1.81
201201,KSU,0.75
201201,LAMR,0.07
201201,LLL,2.05
201201,LLY,0.92
201201,LM,0.54
201201,LNC,1.0
201201,LOW,0.29
201201,LPNT,0.94
201201,LRCX,0.5
201201,LSTR,0.57
201201,MAS,0.05
201201,MAT,0.06
201201,MCD,1.23
201201,MCHP,0.46
201201,MCK,2.09
201201,MDT,0.84
201201,MLM,-0.29
201201,MMC,0.63
201201,MMM,1.63
201201,MRK,0.99
201201,MRVL,0.21
201201,MSCC,0.46
201201,MSFT,0.6
201201,MSM,0.95
201201,MTD,1.66
201201,MUR,1.49
201201,MYGN,0.34
201201,NBL,0.875
201201,NDAQ,0.61
201201,NEM,1.15
201201,NFLX,-0.0114
201201,NFX,0.9
201201,NLY,0.44
201201,NOC,1.96
201201,NSC,1.23
201201,NTAP,0.578
201201,NTRS,0.67
201201,NUE,0.42
201201,NVDA,0.19
201201,NWL,0.33
201201,ODFL,0.36
201201,OIS,2.2
201201,ORCL,0.62
201201,ORLY,1.14
201201,OXY,1.92
201201,PAYX,0.37
201201,PBCT,0.17
201201,PCAR,0.91
201201,PCG,0.89
